timestamp;real;imag;samp_rate
37,379643;1,000000;-1,000000;32000
37,379674;1,000000;1,000000;32000
37,379706;1,000000;1,000000;32000
37,379737;1,000000;1,000000;32000
38,385380;-1,000000;1,000000;32000
38,385411;1,000000;1,000000;32000
38,385443;1,000000;1,000000;32000
38,385474;1,000000;1,000000;32000
39,397207;-1,000000;1,000000;32000
39,397239;1,000000;1,000000;32000
39,397270;1,000000;1,000000;32000
39,397301;1,000000;1,000000;32000
40,410672;1,000000;1,000000;32000
40,410703;1,000000;1,000000;32000
40,410734;1,000000;1,000000;32000
40,410766;1,000000;1,000000;32000
41,424576;-1,000000;1,000000;32000
41,424608;1,000000;1,000000;32000
41,424639;1,000000;1,000000;32000
41,424670;1,000000;1,000000;32000
42,441447;-1,000000;1,000000;32000
42,441478;1,000000;1,000000;32000
42,441510;1,000000;1,000000;32000
42,441541;1,000000;1,000000;32000
43,447720;-1,000000;1,000000;32000
43,447752;1,000000;1,000000;32000
43,447783;1,000000;1,000000;32000
43,447814;1,000000;1,000000;32000
44,459000;1,000000;1,000000;32000
44,459031;1,000000;1,000000;32000
44,459062;1,000000;1,000000;32000
44,459093;1,000000;1,000000;32000
45,467499;-1,000000;1,000000;32000
45,467531;1,000000;1,000000;32000
45,467562;1,000000;1,000000;32000
45,467593;1,000000;1,000000;32000
46,479625;1,000000;1,000000;32000
46,479657;1,000000;1,000000;32000
46,479688;1,000000;1,000000;32000
46,479719;1,000000;1,000000;32000
47,492087;1,000000;-1,000000;32000
47,492118;1,000000;1,000000;32000
47,492149;1,000000;1,000000;32000
47,492181;1,000000;1,000000;32000
48,501089;1,000000;-1,000000;32000
48,501120;1,000000;1,000000;32000
48,501151;1,000000;1,000000;32000
48,501183;1,000000;1,000000;32000
49,509025;-1,000000;-1,000000;32000
49,509056;1,000000;1,000000;32000
49,509087;1,000000;1,000000;32000
49,509119;1,000000;1,000000;32000
50,511575;1,000000;1,000000;32000
50,511606;1,000000;1,000000;32000
50,511638;1,000000;1,000000;32000
50,511669;1,000000;1,000000;32000
51,521105;1,000000;1,000000;32000
51,521136;1,000000;1,000000;32000
51,521167;1,000000;1,000000;32000
51,521198;1,000000;1,000000;32000
52,530646;-1,000000;1,000000;32000
52,530677;1,000000;1,000000;32000
52,530708;1,000000;1,000000;32000
52,530740;1,000000;1,000000;32000
53,540433;1,000000;1,000000;32000
53,540464;1,000000;1,000000;32000
53,540495;1,000000;1,000000;32000
53,540526;1,000000;1,000000;32000
54,549113;1,000000;1,000000;32000
54,549145;1,000000;1,000000;32000
54,549176;1,000000;1,000000;32000
54,549207;1,000000;1,000000;32000
55,559488;-1,000000;-1,000000;32000
55,559519;1,000000;1,000000;32000
55,559550;1,000000;1,000000;32000
55,559581;1,000000;1,000000;32000
56,570448;-1,000000;-1,000000;32000
56,570479;1,000000;1,000000;32000
56,570510;1,000000;1,000000;32000
56,570541;1,000000;1,000000;32000
57,577340;1,000000;1,000000;32000
57,577372;1,000000;1,000000;32000
57,577403;1,000000;1,000000;32000
57,577434;1,000000;1,000000;32000
58,590625;-1,000000;-1,000000;32000
58,590657;1,000000;1,000000;32000
58,590688;1,000000;1,000000;32000
58,590719;1,000000;1,000000;32000
59,596458;1,000000;1,000000;32000
59,596489;1,000000;1,000000;32000
59,596521;1,000000;1,000000;32000
59,596552;1,000000;1,000000;32000
60,601472;-1,000000;-1,000000;32000
60,601503;1,000000;1,000000;32000
60,601534;1,000000;1,000000;32000
60,601565;1,000000;1,000000;32000
61,609444;-1,000000;-1,000000;32000
61,609476;1,000000;1,000000;32000
61,609507;1,000000;1,000000;32000
61,609538;1,000000;1,000000;32000
62,622076;1,000000;1,000000;32000
62,622107;1,000000;1,000000;32000
62,622138;1,000000;1,000000;32000
62,622170;1,000000;1,000000;32000
63,634656;-1,000000;1,000000;32000
63,634687;1,000000;1,000000;32000
63,634718;1,000000;1,000000;32000
63,634750;1,000000;1,000000;32000
64,646301;1,000000;1,000000;32000
64,646332;1,000000;1,000000;32000
64,646364;1,000000;1,000000;32000
64,646395;1,000000;1,000000;32000
65,661237;1,000000;1,000000;32000
65,661268;1,000000;1,000000;32000
65,661299;1,000000;1,000000;32000
65,661330;1,000000;1,000000;32000
